,abbreviation,assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins
APPALACHIAN-STATE,APPALACHIAN-STATE,0.501,0.3088235294117647,5,1,0.085,0.06911764705882353,0.6529411764705882,0.483,1.4764705882352942,0.417,0.6161764705882353,0.263,0.38823529411764707,0.648,0.2514705882352941,0.17,2,6,9,100.8,0.273,0.24705882352941178,0.573,0.3397058823529412,0.096,0.08088235294117647,0.6588235294117647,0.485,1.4088235294117648,0.421,0.5926470588235294,0.204,0.2867647058823529,0.733,0.21029411764705883,0.149,0.225,0.18970588235294117,0.38235294117647056,1.576470588235294,0.07200000000000001,0.11911764705882352,0.425,0.5985294117647059,0.302,0.18088235294117647,0.8102941176470588,0.508,0.4117647058823529,0.485,0.8485294117647059,0.51,0.165,0.3044117647058823,66.6,0.3220588235294118,1.6779411764705883,-2.56,0.087,0.14411764705882352,2.16,0.431,0.6367647058823529,0.305,0.19411764705882353,0.8397058823529412,0.503,0.42205882352941176,0.515,0.9,0.505,0.133,0.25588235294117645,0.471,8
ARIZONA-STATE,ARIZONA-STATE,0.51,0.29714285714285715,2,2,0.134,0.11238095238095239,0.6495238095238095,0.441,1.499047619047619,0.389,0.5828571428571429,0.233,0.3485714285714286,0.689,0.24,0.16,3,3,8,91.7,0.268,0.26095238095238094,0.5579999999999999,0.3314285714285714,0.087,0.08190476190476191,0.7123809523809523,0.482,1.4438095238095239,0.412,0.5942857142857143,0.284,0.4095238095238095,0.67,0.2742857142857143,0.19,0.29,0.26476190476190475,0.3961904761904762,1.6666666666666667,0.081,0.13714285714285715,0.42,0.6057142857142858,0.336,0.2038095238095238,0.8380952380952381,0.466,0.3904761904761905,0.518,0.9771428571428571,0.509,0.165,0.3238095238095238,68.1,0.4438095238095238,1.561904761904762,3.5,0.09300000000000001,0.1580952380952381,7.73,0.37,0.5542857142857143,0.282,0.15619047619047619,0.9447619047619048,0.452,0.4266666666666667,0.48200000000000004,0.9104761904761904,0.469,0.155,0.3047619047619048,0.385,5
ARIZONA,ARIZONA,0.6679999999999999,0.540952380952381,1,2,0.163,0.16380952380952382,0.7828571428571428,0.565,1.6266666666666667,0.498,0.8095238095238095,0.33,0.5371428571428571,0.723,0.38857142857142857,0.239,0,8,1,117.1,0.353,0.3047619047619048,0.46799999999999997,0.2742857142857143,0.053,0.05333333333333334,0.5580952380952381,0.426,1.5942857142857143,0.368,0.5866666666666667,0.254,0.4057142857142857,0.629,0.25523809523809526,0.16,0.254,0.26666666666666666,0.44952380952380955,1.6133333333333333,0.092,0.17523809523809525,0.37,0.5904761904761905,0.313,0.18476190476190477,1.0038095238095237,0.4,0.40190476190476193,0.431,0.8247619047619048,0.451,0.172,0.37142857142857144,76.0,0.4342857142857143,2.2266666666666666,27.83,0.10300000000000001,0.1961904761904762,3.06,0.377,0.6133333333333333,0.357,0.21904761904761905,1.0133333333333334,0.583,0.5904761904761905,0.569,1.0876190476190477,0.592,0.15,0.3333333333333333,0.923,12
ARKANSAS-LITTLE-ROCK,ARKANSAS-LITTLE-ROCK,0.584,0.36607142857142855,5,0,0.07400000000000001,0.0625,0.6375,0.485,1.45,0.432,0.6267857142857143,0.344,0.4982142857142857,0.731,0.36428571428571427,0.251,2,5,8,97.8,0.255,0.225,0.615,0.4160714285714286,0.077,0.07321428571428572,0.6589285714285714,0.542,1.4553571428571428,0.465,0.6767857142857143,0.256,0.3732142857142857,0.636,0.2375,0.163,0.252,0.21428571428571427,0.44285714285714284,1.8160714285714286,0.09699999999999999,0.175,0.417,0.6071428571428571,0.371,0.225,0.8482142857142857,0.533,0.4517857142857143,0.503,0.8732142857142857,0.556,0.19,0.38392857142857145,72.4,0.3875,1.7714285714285714,-11.46,0.10300000000000001,0.18571428571428572,0.26,0.344,0.4982142857142857,0.308,0.15357142857142858,0.9517857142857142,0.497,0.4732142857142857,0.49700000000000005,0.8625,0.525,0.175,0.35714285714285715,0.429,6
ARKANSAS-PINE-BLUFF,ARKANSAS-PINE-BLUFF,0.48,0.25882352941176473,12,0,0.057,0.052941176470588235,0.5205882352941177,0.454,1.386764705882353,0.389,0.5397058823529411,0.312,0.4323529411764706,0.738,0.3191176470588235,0.23,2,3,14,90.2,0.204,0.18529411764705883,0.555,0.4088235294117647,0.12,0.08970588235294118,0.725,0.577,1.4470588235294117,0.509,0.736764705882353,0.297,0.4294117647058823,0.726,0.31176470588235294,0.215,0.311,0.23529411764705882,0.3985294117647059,1.9808823529411765,0.10300000000000001,0.18088235294117647,0.363,0.525,0.373,0.19558823529411765,0.9220588235294118,0.587,0.5411764705882353,0.5760000000000001,0.9602941176470589,0.6,0.171,0.3397058823529412,70.0,0.40441176470588236,1.5794117647058823,-19.24,0.09699999999999999,0.17058823529411765,2.03,0.46,0.638235294117647,0.283,0.18088235294117647,0.7485294117647059,0.479,0.3588235294117647,0.424,0.7058823529411765,0.496,0.17600000000000002,0.3397058823529412,0.176,3
ARKANSAS-STATE,ARKANSAS-STATE,0.612,0.41487603305785126,3,4,0.106,0.10578512396694215,0.656198347107438,0.515,1.4462809917355373,0.469,0.6776859504132231,0.35,0.5057851239669422,0.758,0.3834710743801653,0.265,1,7,4,105.2,0.316,0.26611570247933886,0.505,0.32231404958677684,0.073,0.07603305785123966,0.5752066115702479,0.477,1.4892561983471075,0.428,0.6380165289256199,0.305,0.45454545454545453,0.658,0.2991735537190083,0.201,0.295,0.2743801652892562,0.4479338842975207,1.7206611570247934,0.10099999999999999,0.18016528925619835,0.327,0.48760330578512395,0.298,0.14545454545454545,1.0016528925619834,0.492,0.4925619834710744,0.479,0.8495867768595041,0.505,0.174,0.3586776859504132,71.2,0.44297520661157025,1.8727272727272728,-4.28,0.11,0.19669421487603306,-5.69,0.279,0.4033057851239669,0.332,0.13388429752066117,1.0429752066115703,0.521,0.543801652892562,0.521,0.9223140495867769,0.555,0.17300000000000001,0.35206611570247937,0.733,11
ARKANSAS,ARKANSAS,0.557,0.3984375,2,0,0.133,0.1078125,0.66875,0.513,1.5515625,0.461,0.715625,0.374,0.5796875,0.728,0.421875,0.272,1,9,5,109.5,0.313,0.284375,0.564,0.34375,0.066,0.0671875,0.625,0.508,1.409375,0.432,0.609375,0.314,0.4421875,0.724,0.3203125,0.227,0.209,0.1765625,0.478125,1.753125,0.086,0.1578125,0.427,0.6015625,0.356,0.2140625,0.8078125,0.489,0.3953125,0.457,0.8015625,0.541,0.19,0.3796875,73.5,0.4125,2.0125,11.84,0.111,0.2046875,1.47,0.345,0.5359375,0.297,0.159375,1.015625,0.548,0.55625,0.5429999999999999,0.953125,0.551,0.145,0.3109375,0.688,11
ARMY,ARMY,0.513,0.34108527131782945,6,2,0.049,0.046511627906976744,0.6852713178294574,0.499,1.5162790697674418,0.439,0.6651162790697674,0.306,0.4635658914728682,0.605,0.2806201550387597,0.185,1,6,7,99.7,0.305,0.2868217054263566,0.5329999999999999,0.35038759689922483,0.11599999999999999,0.11162790697674418,0.6542635658914728,0.493,1.5410852713178294,0.427,0.6573643410852713,0.217,0.33488372093023255,0.657,0.22015503875968992,0.143,0.272,0.2558139534883721,0.42790697674418604,1.7410852713178295,0.11,0.19844961240310077,0.388,0.5984496124031008,0.345,0.2062015503875969,0.9426356589147287,0.479,0.4511627906976744,0.484,0.9100775193798449,0.512,0.174,0.3581395348837209,72.0,0.36589147286821705,1.793798449612403,-9.61,0.114,0.20465116279069767,-5.75,0.366,0.5550387596899224,0.33,0.18294573643410852,0.9612403100775194,0.502,0.4821705426356589,0.516,0.9720930232558139,0.517,0.16699999999999998,0.3488372093023256,0.563,9
AUBURN,AUBURN,0.518,0.3707692307692308,0,4,0.225,0.2,0.7015384615384616,0.523,1.5769230769230769,0.454,0.7153846153846154,0.298,0.46923076923076923,0.711,0.33384615384615385,0.212,0,8,1,109.0,0.306,0.2784615384615385,0.485,0.26615384615384613,0.096,0.09076923076923077,0.6323076923076923,0.439,1.4446153846153846,0.38,0.5492307692307692,0.342,0.4938461538461538,0.701,0.34615384615384615,0.24,0.268,0.2569230769230769,0.4169230769230769,1.6153846153846154,0.095,0.1723076923076923,0.384,0.5553846153846154,0.307,0.17076923076923076,0.8892307692307693,0.426,0.37846153846153846,0.47600000000000003,0.8892307692307693,0.481,0.192,0.4,72.9,0.4584615384615385,1.9846153846153847,22.52,0.131,0.23846153846153847,7.52,0.4,0.6307692307692307,0.349,0.22,0.9461538461538461,0.524,0.49538461538461537,0.524,0.98,0.551,0.14300000000000002,0.3,0.938,15
AUSTIN-PEAY,AUSTIN-PEAY,0.5529999999999999,0.3403846153846154,7,2,0.055999999999999994,0.046153846153846156,0.5557692307692308,0.497,1.4307692307692308,0.43,0.6153846153846154,0.284,0.40576923076923077,0.701,0.2846153846153846,0.199,2,2,9,98.9,0.275,0.2403846153846154,0.5429999999999999,0.35192307692307695,0.114,0.09423076923076923,0.6346153846153846,0.541,1.375,0.471,0.6480769230769231,0.34,0.4673076923076923,0.704,0.32884615384615384,0.239,0.315,0.25576923076923075,0.4115384615384615,1.8173076923076923,0.091,0.1576923076923077,0.406,0.5576923076923077,0.345,0.19230769230769232,0.8173076923076923,0.558,0.45576923076923076,0.528,0.8903846153846153,0.569,0.193,0.38269230769230766,69.1,0.4269230769230769,1.7076923076923076,-11.89,0.10800000000000001,0.18653846153846154,-2.16,0.422,0.6038461538461538,0.318,0.19230769230769232,0.8269230769230769,0.512,0.4230769230769231,0.47200000000000003,0.7961538461538461,0.526,0.17600000000000002,0.34615384615384615,0.308,4
BALL-STATE,BALL-STATE,0.535,0.34,5,1,0.057,0.05,0.6416666666666667,0.522,1.43,0.444,0.635,0.382,0.5466666666666666,0.671,0.36666666666666664,0.256,1,5,8,102.5,0.248,0.22333333333333333,0.479,0.3233333333333333,0.099,0.08166666666666667,0.6766666666666666,0.528,1.4866666666666666,0.454,0.675,0.343,0.51,0.709,0.3616666666666667,0.243,0.278,0.24666666666666667,0.5066666666666667,1.9316666666666666,0.102,0.185,0.414,0.615,0.358,0.22,0.8716666666666667,0.522,0.455,0.516,0.9233333333333333,0.559,0.157,0.32166666666666666,72.6,0.4533333333333333,1.86,-8.21,0.08800000000000001,0.16,-3.21,0.421,0.6016666666666667,0.371,0.22333333333333333,0.8283333333333334,0.497,0.4116666666666667,0.484,0.865,0.55,0.17600000000000002,0.36,0.467,7
BAYLOR,BAYLOR,0.581,0.453125,0,3,0.10800000000000001,0.09375,0.6546875,0.56,1.5890625,0.491,0.7796875,0.243,0.3859375,0.664,0.25625,0.161,1,9,1,115.7,0.371,0.3171875,0.547,0.30625,0.062,0.0609375,0.5375,0.468,1.3484375,0.415,0.559375,0.247,0.3328125,0.704,0.234375,0.174,0.242,0.209375,0.3890625,1.4953125,0.099,0.175,0.355,0.478125,0.297,0.1421875,0.8703125,0.479,0.4171875,0.435,0.746875,0.496,0.22899999999999998,0.4484375,70.5,0.3828125,2.0375,24.75,0.141,0.2484375,3.06,0.378,0.6,0.37,0.221875,0.9890625,0.564,0.5578125,0.565,0.971875,0.575,0.154,0.321875,0.938,15
BELLARMINE,BELLARMINE,0.5489999999999999,0.378125,6,1,0.057,0.04375,0.603125,0.551,1.403125,0.491,0.6890625,0.207,0.290625,0.726,0.2109375,0.15,1,6,8,105.8,0.244,0.184375,0.535,0.321875,0.063,0.0546875,0.5703125,0.507,1.39375,0.432,0.6015625,0.271,0.378125,0.694,0.2625,0.188,0.263,0.215625,0.3625,1.675,0.094,0.15625,0.448,0.625,0.335,0.209375,0.76875,0.51,0.3921875,0.5,0.7859375,0.532,0.166,0.3140625,66.4,0.371875,1.7578125,-5.07,0.08800000000000001,0.146875,4.59,0.381,0.534375,0.316,0.16875,0.86875,0.599,0.5203125,0.5,0.7875,0.57,0.16,0.29375,0.5,8
BELMONT,BELMONT,0.618,0.47107438016528924,2,4,0.11800000000000001,0.10413223140495868,0.6413223140495867,0.579,1.5140495867768595,0.503,0.7619834710743801,0.246,0.371900826446281,0.756,0.2809917355371901,0.186,0,6,3,113.8,0.263,0.20165289256198346,0.512,0.32892561983471075,0.1,0.08760330578512397,0.5652892561983471,0.496,1.5074380165289256,0.427,0.6429752066115703,0.215,0.3239669421487603,0.745,0.2413223140495868,0.16,0.284,0.2545454545454545,0.33884297520661155,1.7355371900826446,0.1,0.17851239669421487,0.412,0.6214876033057851,0.335,0.20826446280991737,0.8859504132231405,0.491,0.43471074380165287,0.493,0.8198347107438017,0.522,0.184,0.3752066115702479,71.5,0.32066115702479336,2.0330578512396693,12.6,0.127,0.22644628099173553,1.81,0.424,0.6413223140495867,0.356,0.228099173553719,0.8727272727272727,0.612,0.5338842975206611,0.507,0.8429752066115702,0.601,0.152,0.30413223140495865,0.8,12
BETHUNE-COOKMAN,BETHUNE-COOKMAN,0.42700000000000005,0.24666666666666667,8,0,0.09,0.07166666666666667,0.605,0.433,1.4516666666666667,0.398,0.5783333333333334,0.25,0.36333333333333334,0.706,0.25666666666666665,0.177,2,2,12,89.3,0.261,0.23833333333333334,0.54,0.33,0.11,0.12,0.6733333333333333,0.511,1.3833333333333333,0.442,0.6116666666666667,0.307,0.425,0.757,0.32166666666666666,0.233,0.275,0.23,0.35833333333333334,1.7366666666666666,0.09699999999999999,0.165,0.424,0.5866666666666667,0.327,0.19166666666666668,0.7966666666666666,0.527,0.42,0.517,0.9033333333333333,0.548,0.172,0.33,67.9,0.4116666666666667,1.515,-13.78,0.107,0.18166666666666667,-0.93,0.248,0.36,0.282,0.10166666666666667,1.0916666666666666,0.437,0.4766666666666667,0.483,0.8433333333333334,0.466,0.166,0.3233333333333333,0.2,3
BINGHAMTON,BINGHAMTON,0.45,0.29896907216494845,4,2,0.09,0.088659793814433,0.6329896907216495,0.526,1.4515463917525773,0.457,0.6639175257731958,0.243,0.3525773195876289,0.655,0.2309278350515464,0.159,3,3,7,103.0,0.28300000000000003,0.23917525773195877,0.34700000000000003,0.21649484536082475,0.095,0.0865979381443299,0.6061855670103092,0.482,1.447422680412371,0.432,0.6247422680412371,0.315,0.4556701030927835,0.665,0.3030927835051546,0.209,0.294,0.2639175257731959,0.3835051546391753,1.6989690721649484,0.105,0.17938144329896907,0.322,0.465979381443299,0.314,0.1463917525773196,0.9814432989690721,0.487,0.47835051546391755,0.499,0.8701030927835052,0.511,0.155,0.30515463917525776,68.3,0.4268041237113402,1.7587628865979381,-10.79,0.083,0.1422680412371134,-4.39,0.372,0.5402061855670103,0.37,0.2,0.911340206185567,0.509,0.4639175257731959,0.501,0.8721649484536083,0.543,0.168,0.32783505154639175,0.417,5
BOISE-STATE,BOISE-STATE,0.48700000000000004,0.3090909090909091,1,3,0.113,0.10909090909090909,0.6661157024793388,0.517,1.4082644628099175,0.451,0.6347107438016529,0.33,0.4644628099173554,0.609,0.28264462809917357,0.201,2,6,4,103.2,0.319,0.2727272727272727,0.39299999999999996,0.20991735537190082,0.08199999999999999,0.07107438016528926,0.5818181818181818,0.441,1.340495867768595,0.398,0.5338842975206611,0.276,0.3702479338842975,0.754,0.2793388429752066,0.208,0.204,0.17024793388429751,0.4743801652892562,1.462809917355372,0.085,0.14380165289256197,0.282,0.3785123966942149,0.306,0.11570247933884298,0.9619834710743802,0.435,0.41818181818181815,0.445,0.7520661157024794,0.482,0.183,0.33884297520661155,67.4,0.371900826446281,1.7388429752066115,13.44,0.087,0.14710743801652892,3.73,0.387,0.5454545454545454,0.342,0.18677685950413223,0.8628099173553719,0.519,0.4479338842975207,0.555,0.9388429752066115,0.534,0.16699999999999998,0.32727272727272727,0.733,11
BOSTON-COLLEGE,BOSTON-COLLEGE,0.501,0.30178571428571427,3,0,0.09699999999999999,0.07678571428571429,0.5964285714285714,0.48,1.4053571428571427,0.428,0.6017857142857143,0.348,0.48928571428571427,0.701,0.34285714285714286,0.244,3,6,8,103.7,0.326,0.2892857142857143,0.552,0.325,0.1,0.09821428571428571,0.5982142857142857,0.522,1.3142857142857143,0.448,0.5892857142857143,0.276,0.3625,0.744,0.26964285714285713,0.205,0.23,0.17857142857142858,0.4303571428571429,1.6410714285714285,0.094,0.15357142857142858,0.398,0.5232142857142857,0.369,0.19285714285714287,0.7910714285714285,0.501,0.3964285714285714,0.467,0.7767857142857143,0.552,0.175,0.31607142857142856,65.3,0.39107142857142857,1.6928571428571428,2.02,0.105,0.17142857142857143,-0.05,0.304,0.42678571428571427,0.343,0.14642857142857144,0.9785714285714285,0.465,0.45535714285714285,0.5329999999999999,0.8857142857142857,0.517,0.152,0.29285714285714287,0.429,6
BOSTON-UNIVERSITY,BOSTON-UNIVERSITY,0.478,0.28405797101449276,4,4,0.065,0.059420289855072465,0.618840579710145,0.507,1.3565217391304347,0.438,0.5942028985507246,0.316,0.4289855072463768,0.747,0.32028985507246377,0.236,2,5,6,103.8,0.311,0.2536231884057971,0.45,0.26666666666666666,0.12300000000000001,0.1,0.5623188405797102,0.491,1.3478260869565217,0.44,0.5927536231884057,0.27,0.36376811594202896,0.729,0.26521739130434785,0.197,0.22899999999999998,0.18405797101449275,0.4289855072463768,1.5898550724637681,0.113,0.18405797101449275,0.319,0.43043478260869567,0.323,0.1391304347826087,0.9173913043478261,0.494,0.45362318840579713,0.461,0.7463768115942029,0.523,0.165,0.3,65.3,0.35797101449275365,1.6956521739130435,-3.26,0.081,0.1318840579710145,-6.32,0.4,0.5420289855072464,0.345,0.18695652173913044,0.8144927536231884,0.5,0.4072463768115942,0.539,0.8724637681159421,0.543,0.172,0.32318840579710145,0.647,11
BOWLING-GREEN-STATE,BOWLING-GREEN-STATE,0.431,0.31475409836065577,5,1,0.10400000000000001,0.09180327868852459,0.7098360655737705,0.5,1.681967213114754,0.434,0.7295081967213115,0.294,0.49508196721311476,0.762,0.3770491803278688,0.224,1,6,7,109.3,0.33,0.33278688524590166,0.501,0.32786885245901637,0.07200000000000001,0.07540983606557378,0.6770491803278689,0.485,1.5786885245901638,0.414,0.6540983606557377,0.296,0.4672131147540984,0.733,0.34262295081967215,0.217,0.28300000000000003,0.28032786885245903,0.43934426229508194,1.8754098360655738,0.083,0.1557377049180328,0.443,0.7,0.321,0.22459016393442624,0.8786885245901639,0.489,0.42950819672131146,0.479,0.9573770491803278,0.521,0.166,0.3590163934426229,75.4,0.4540983606557377,2.060655737704918,-3.2,0.10300000000000001,0.19508196721311474,-2.66,0.379,0.6377049180327868,0.352,0.22459016393442624,1.044262295081967,0.484,0.5049180327868853,0.521,1.042622950819672,0.537,0.138,0.30655737704918035,0.533,8
BRADLEY,BRADLEY,0.522,0.34014598540145985,4,0,0.132,0.11970802919708029,0.691970802919708,0.513,1.4686131386861314,0.443,0.6510948905109489,0.295,0.4335766423357664,0.653,0.2832116788321168,0.193,2,6,9,102.6,0.319,0.2846715328467153,0.47,0.2671532846715328,0.055,0.04817518248175182,0.6087591240875913,0.456,1.435036496350365,0.396,0.5678832116788322,0.307,0.4408759124087591,0.788,0.34744525547445254,0.242,0.244,0.22335766423357664,0.4233576642335766,1.6554744525547445,0.10099999999999999,0.17664233576642335,0.368,0.5284671532846715,0.326,0.17226277372262774,0.9065693430656935,0.436,0.3956204379562044,0.46,0.8321167883211679,0.503,0.16899999999999998,0.3343065693430657,69.8,0.4248175182481752,1.7912408759124088,4.84,0.092,0.16058394160583941,0.65,0.401,0.5883211678832116,0.35,0.20583941605839415,0.8802919708029197,0.506,0.44525547445255476,0.54,0.9766423357664233,0.535,0.171,0.345985401459854,0.471,8
BRIGHAM-YOUNG,BRIGHAM-YOUNG,0.55,0.35912408759124087,1,3,0.10099999999999999,0.0905109489051095,0.727007299270073,0.511,1.4686131386861314,0.444,0.6525547445255474,0.287,0.4218978102189781,0.734,0.3094890510948905,0.211,0,8,3,106.9,0.332,0.2875912408759124,0.47100000000000003,0.2583941605839416,0.078,0.07153284671532846,0.5781021897810219,0.433,1.4364963503649635,0.382,0.5489051094890511,0.298,0.42773722627737226,0.679,0.2905109489051095,0.202,0.24,0.2291970802919708,0.41605839416058393,1.5357664233576642,0.08199999999999999,0.1386861313868613,0.379,0.5445255474452555,0.271,0.14744525547445256,0.891970802919708,0.45,0.40145985401459855,0.44299999999999995,0.8072992700729927,0.468,0.15,0.28905109489051095,67.8,0.4233576642335766,1.8116788321167883,14.12,0.073,0.12408759124087591,4.72,0.378,0.5547445255474452,0.355,0.19708029197080293,0.9138686131386862,0.498,0.4554744525547445,0.557,1.0145985401459854,0.543,0.156,0.3094890510948905,0.824,14
BROWN,BROWN,0.461,0.29583333333333334,5,4,0.109,0.09722222222222222,0.6430555555555556,0.491,1.4958333333333333,0.429,0.6416666666666667,0.284,0.425,0.725,0.30833333333333335,0.206,2,4,9,101.1,0.29,0.25972222222222224,0.46,0.2763888888888889,0.09,0.08194444444444444,0.6347222222222222,0.491,1.3972222222222221,0.43,0.6013888888888889,0.307,0.42916666666666664,0.731,0.3138888888888889,0.225,0.256,0.22083333333333333,0.44305555555555554,1.6861111111111111,0.08800000000000001,0.15416666666666667,0.364,0.5083333333333333,0.333,0.16944444444444445,0.8888888888888888,0.486,0.43194444444444446,0.48700000000000004,0.8555555555555555,0.527,0.188,0.37083333333333335,70.3,0.44305555555555554,1.7763888888888888,-1.86,0.096,0.16944444444444445,-0.86,0.393,0.5875,0.314,0.18472222222222223,0.9083333333333333,0.503,0.45694444444444443,0.513,0.9027777777777778,0.523,0.161,0.325,0.5,9
BRYANT,BRYANT,0.542,0.3543859649122807,6,2,0.111,0.12631578947368421,0.6947368421052632,0.487,1.5543859649122806,0.421,0.6543859649122807,0.287,0.4456140350877193,0.685,0.30526315789473685,0.196,1,3,8,100.8,0.314,0.30526315789473685,0.536,0.37719298245614036,0.125,0.10526315789473684,0.6684210526315789,0.48,1.6473684210526316,0.427,0.7035087719298245,0.26,0.4280701754385965,0.672,0.28771929824561404,0.175,0.322,0.3298245614035088,0.41578947368421054,1.8701754385964913,0.111,0.2,0.31,0.5105263157894737,0.344,0.17543859649122806,1.1368421052631579,0.465,0.5280701754385965,0.5,0.9982456140350877,0.505,0.131,0.2789473684210526,72.2,0.4245614035087719,1.8192982456140352,-9.17,0.079,0.14210526315789473,-1.71,0.458,0.712280701754386,0.288,0.20526315789473684,0.8421052631578947,0.533,0.44912280701754387,0.5,1.0,0.515,0.166,0.3508771929824561,0.429,6
BUCKNELL,BUCKNELL,0.5579999999999999,0.3553846153846154,9,0,0.055,0.055384615384615386,0.64,0.515,1.4230769230769231,0.448,0.6369230769230769,0.257,0.36615384615384616,0.79,0.28923076923076924,0.203,2,3,13,99.9,0.213,0.17692307692307693,0.439,0.32769230769230767,0.069,0.06,0.6553846153846153,0.52,1.6323076923076922,0.457,0.7461538461538462,0.215,0.3507692307692308,0.759,0.26615384615384613,0.163,0.301,0.2753846153846154,0.38461538461538464,1.9630769230769232,0.121,0.2123076923076923,0.378,0.6169230769230769,0.332,0.20461538461538462,1.0153846153846153,0.533,0.5415384615384615,0.5329999999999999,0.9307692307692308,0.546,0.11199999999999999,0.22615384615384615,70.2,0.38153846153846155,1.7538461538461538,-12.65,0.061,0.1076923076923077,-4.15,0.387,0.5507692307692308,0.346,0.19076923076923077,0.8723076923076923,0.511,0.4461538461538462,0.467,0.816923076923077,0.549,0.17600000000000002,0.3415384615384615,0.188,3
BUFFALO,BUFFALO,0.501,0.3732142857142857,4,3,0.10300000000000001,0.1125,0.7035714285714286,0.53,1.6142857142857143,0.461,0.7446428571428572,0.299,0.48214285714285715,0.711,0.34285714285714286,0.212,1,4,6,111.3,0.354,0.33214285714285713,0.42100000000000004,0.2839285714285714,0.091,0.0875,0.6053571428571428,0.479,1.5785714285714285,0.428,0.675,0.295,0.4660714285714286,0.69,0.32142857142857145,0.204,0.27399999999999997,0.26607142857142857,0.43214285714285716,1.832142857142857,0.076,0.1392857142857143,0.309,0.4875,0.33,0.16071428571428573,1.0910714285714285,0.471,0.5142857142857142,0.457,0.8714285714285714,0.509,0.149,0.3142857142857143,73.8,0.44642857142857145,2.0535714285714284,2.99,0.095,0.175,-0.09,0.405,0.6535714285714286,0.339,0.22142857142857142,0.9607142857142857,0.545,0.5232142857142857,0.5429999999999999,1.0357142857142858,0.557,0.151,0.32857142857142857,0.571,8
BUTLER,BUTLER,0.534,0.29557522123893804,0,1,0.099,0.07610619469026549,0.5823008849557522,0.506,1.2796460176991151,0.433,0.5539823008849557,0.311,0.39823008849557523,0.698,0.2778761061946903,0.217,3,6,6,98.0,0.255,0.19646017699115045,0.498,0.27964601769911507,0.11699999999999999,0.0831858407079646,0.5752212389380531,0.489,1.3238938053097344,0.424,0.5610619469026549,0.277,0.3663716814159292,0.7,0.25663716814159293,0.194,0.256,0.2,0.4247787610619469,1.552212389380531,0.095,0.15221238938053097,0.417,0.552212389380531,0.314,0.17345132743362832,0.7716814159292036,0.502,0.38761061946902653,0.499,0.7752212389380531,0.518,0.17300000000000001,0.31327433628318585,64.1,0.3929203539823009,1.5716814159292036,2.82,0.081,0.12920353982300886,5.57,0.444,0.5681415929203539,0.327,0.18584070796460178,0.7115044247787611,0.517,0.368141592920354,0.501,0.7787610619469026,0.535,0.18100000000000002,0.3238938053097345,0.571,8
CAL-POLY,CAL-POLY,0.506,0.26804123711340205,6,1,0.07,0.0577319587628866,0.6329896907216495,0.446,1.3278350515463917,0.399,0.5298969072164949,0.385,0.511340206185567,0.677,0.3463917525773196,0.261,2,1,9,93.1,0.315,0.27422680412371137,0.537,0.29896907216494845,0.067,0.05979381443298969,0.5958762886597938,0.485,1.3422680412371133,0.415,0.5567010309278351,0.361,0.4845360824742268,0.715,0.3463917525773196,0.258,0.271,0.23505154639175257,0.5051546391752577,1.647422680412371,0.08800000000000001,0.14432989690721648,0.386,0.5175257731958763,0.363,0.18762886597938144,0.8247422680412371,0.448,0.36907216494845363,0.478,0.8309278350515464,0.524,0.165,0.311340206185567,65.8,0.4824742268041237,1.531958762886598,-11.83,0.073,0.11958762886597939,-3.74,0.323,0.4288659793814433,0.293,0.12577319587628866,0.8989690721649485,0.45,0.4041237113402062,0.522,0.9072164948453608,0.488,0.18,0.3443298969072165,0.25,3
