,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,points,points_produced,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,win_shares,win_shares_per_40_minutes,height
frank-staine-1,15,52,0.7,5,-2.2,,-0.9,9.7,63,0.7,0.474,208,0.413,86,0.389,81,0.716,58,27,24,696,-1.3,4.7,31,0.8,78,13.3,255,251,2.2,29,dixie-state,0.423,88,0.284,25,7.2,94,0.517,13.7,39,120,0.508,61,19.5,1.5,0.086,78
trevon-allfrey-1,6,5,4.9,9,-7.9,,-1.4,24.8,43,0.3,0.507,70,0.471,33,0.443,31,0.774,24,22,0,185,-6.4,4.7,8,0.1,43,14.8,95,81,0.8,3,dixie-state,0.229,16,0.313,5,14.8,51,0.561,17.5,18,54,0.519,28,26.1,0.4,0.087,79
andre-mulibea-1,11,23,0.7,3,-5.7,,-3.3,9.2,36,0.2,0.458,144,0.361,52,0.167,24,0.667,16,25,4,417,-2.5,4.7,18,-0.2,37,7.4,148,140,0.8,6,dixie-state,0.59,85,0.329,28,6.9,54,0.476,18.8,36,59,0.407,24,21.7,0.1,0.007,78
jacob-nicolds-1,10.7,31,0.5,3,-2.3,,-1.3,18.8,100,0.7,0.527,129,0.465,60,0.543,70,0.657,46,24,13,567,-1,4.9,26,0.5,39,13.3,182,176,1.8,19,dixie-state,0.295,38,0.421,16,11.9,126,0.561,19.4,39,91,0.484,44,16.8,1.2,0.083,77
noa-gonsalves-1,13.3,9,0.8,1,-1.3,,-1,8.9,10,0.1,0.446,28,0.393,11,0.25,7,0.429,3,7,0,120,-0.3,4.6,5,0,5,9.3,28,30,1.7,4,dixie-state,0.393,11,0.273,3,6.8,15,0.447,11.3,4,17,0.471,8,13.4,0.1,0.038,73
brock-gilbert-1,35.8,73,0,0,-4.5,,-2,8.3,27,0.2,0.514,37,0.405,15,0.297,11,0.727,8,25,9,347,-2.6,2.2,7,0.2,28,8.8,46,79,1.5,10,dixie-state,0.622,23,0.348,8,5.3,34,0.545,41.5,30,14,0.5,7,9.7,0.4,0.045,70
isaiah-pope-1,15.5,35,0.5,2,-5,,-0.6,15.5,62,0.5,0.403,118,0.331,39,0.458,54,0.722,39,22,6,428,-4.4,2.5,10,-0.1,54,8.5,134,136,2.1,17,dixie-state,0.576,68,0.25,17,9,72,0.466,20.5,37,50,0.44,22,20.1,0.4,0.035,77
jamaal-barnes-1,32.5,5,0,0,-16.8,,-6.8,7.6,2,0,0.25,14,0.214,3,0,0,,0,5,0,28,-10,15.7,4,0,2,5.6,7,11,0,0,dixie-state,0.286,4,0.25,1,11.6,6,0.25,6.7,1,10,0.2,2,24.4,0,-0.054,74
emad-elniel-1,6.5,2,1.8,1,-10.2,,-3.7,7.4,4,0,0.421,19,0.316,6,0.105,2,0.5,1,9,0,58,-6.5,3.7,2,-0.1,6,4.6,17,16,1.9,2,dixie-state,0.789,15,0.267,4,5.5,6,0.426,20,5,4,0.5,2,20.4,0,-0.024,78
mark-hatch-1,15.3,3,0,0,-1.5,,3.5,20.2,7,0.1,0.364,11,0.364,4,0.182,2,1,2,10,0,37,-5,0,0,0,2,12.9,10,10,4.4,3,dixie-state,0.091,1,0,0,10.1,7,0.418,7.7,1,10,0.4,4,16.6,0.1,0.071,72
trey-edmonds-1,0,0,0,0,-12,,-5.2,8.9,1,0,0,4,0,0,0.5,2,0.5,1,1,0,12,-6.9,18.4,2,0,2,-5.5,1,2,0,0,dixie-state,0,0,,0,13.6,3,0.101,0,0,4,0,0,18.8,0,-0.141,81
hunter-bohls-1,0,0,0,0,,,,0,0,0,,0,,0,,0,,0,1,0,3,,0,0,0,0,0,0,0,0,0,dixie-state,,0,,0,0,0,,,0,0,,0,0,0,-0.006,72
chase-berry-1,33.9,2,0,0,6.7,,1.8,26.3,3,0,0.6,5,0.6,3,0.2,1,0,0,4,0,14,4.9,16.9,2,0.1,0,30.2,6,7,0,0,boise-state,0.2,1,0,0,21.5,5,0.548,0,0,4,0.75,3,19.9,0.1,0.257,78
tremell-murphy-2,9.7,102,2.5,44,2.7,,0.9,18,309,3.4,0.564,574,0.503,289,0.322,185,0.632,117,75,74,1970,1.8,6.9,110,3.7,160,17.8,764,744,1.5,51,drake,0.303,174,0.397,69,12.6,419,0.577,16.4,130,400,0.55,220,20.8,7.2,0.145,78
tucker-devries-1,12.5,10,4.5,6,5.6,,2.7,13.3,16,0.3,0.459,61,0.361,22,0.213,13,0.615,8,6,0,148,2.9,5,6,0.3,18,16.7,64,64,2.3,6,drake,0.623,38,0.316,12,9.1,22,0.476,9.4,7,23,0.435,10,25.1,0.6,0.154,79
roman-penn-1,31.6,415,0.3,6,2.1,,0.7,13.1,286,3.4,0.514,737,0.463,341,0.353,260,0.792,206,87,83,2583,1.4,3.9,84,6.3,233,19.1,964,1099,2.5,111,drake,0.292,215,0.353,76,8.6,370,0.56,19.2,204,522,0.508,265,21.5,9.7,0.151,72
shanquan-hemphill-1,9.4,89,1.7,29,0.8,,0.4,15.9,259,2.7,0.547,617,0.545,336,0.371,229,0.511,117,67,65,1792,0.4,6.5,104,3,132,19.1,792,752,2.4,77,drake,0.011,7,0.429,3,11.3,363,0.546,13.8,116,610,0.546,333,22.8,5.7,0.128,78
dj-wilkins-1,13.7,235,0.1,4,0,,-0.3,8.1,217,3.5,0.499,864,0.391,338,0.2,173,0.832,144,102,102,3090,0.3,1.5,38,3.9,167,12,1007,985,1.4,75,drake,0.576,498,0.376,187,4.9,255,0.532,14.7,163,366,0.413,151,18.7,7.4,0.096,74
garrett-sturtz-1,8.2,108,0.9,19,3.7,,1.8,17.7,357,4.1,0.598,463,0.572,265,0.495,229,0.716,164,102,17,2361,1.9,7,134,5.9,155,18.6,718,723,2.5,100,drake,0.158,73,0.329,24,12.5,491,0.628,13.1,86,390,0.618,241,14.5,10,0.17,75
darnell-brodie-1,6.4,32,2.7,21,0,,0.7,25.3,191,1.7,0.543,243,0.543,132,0.169,41,0.585,24,50,38,886,-0.7,9.8,71,1.3,108,16.2,288,293,0.9,13,drake,0.004,1,0,0,17.7,262,0.549,17.8,57,242,0.545,132,18.6,3,0.135,82
ayo-akinwole-1,16.5,266,0.3,7,-0.6,,-0.3,11.8,290,1.4,0.552,640,0.469,300,0.258,165,0.794,131,126,52,2845,-0.2,1.9,48,5.2,178,14.8,837,877,2.1,106,drake,0.395,253,0.419,106,6.8,338,0.583,15.3,130,387,0.501,194,14.8,6.7,0.094,72
okay-djamgouz-1,9.6,6,1,1,-2.4,,-0.7,10.8,10,0.2,0.512,43,0.372,16,0.186,8,0.875,7,21,0,110,-1.7,0,0,0.2,14,15.4,51,45,2.7,5,drake,0.814,35,0.343,12,5.5,10,0.545,13,7,8,0.5,4,25.2,0.4,0.147,77
nate-ferguson-1,1.7,3,3.9,10,0.4,,2.1,13.2,32,0.5,0.592,49,0.592,29,0.469,23,0.522,12,29,0,288,-1.7,8.5,20,0.4,40,13.5,70,70,2.3,11,drake,0,0,,0,10.9,52,0.584,17.8,13,49,0.592,29,13.1,0.9,0.13,80
jonah-jackson-1,3.4,20,0.1,1,-1.1,,-1.7,3.7,32,0.7,0.564,251,0.378,95,0.052,13,0.769,10,66,23,1018,0.6,0.6,5,1.6,48,9.6,293,239,0.5,8,drake,0.968,243,0.383,93,2.2,37,0.57,4.1,11,8,0.25,2,13.9,2.2,0.088,75
deven-dahlke-1,0,0,0,0,-60,,-21.9,0,0,0,,3,0.667,2,0,0,,0,5,0,7,-38.1,0,0,0,0,15.4,4,2,0,0,drake,0.333,1,0,0,0,0,,25,1,2,1,2,29.6,0,0.003,74
bryceson-burns-1,9.5,3,4.1,2,-17.4,,-2.5,10.4,5,0.1,0.313,32,0.281,9,0.063,2,1,2,14,0,56,-15,11,5,-0.2,8,5.1,22,24,4.3,4,drake,0.344,11,0.182,2,10.7,10,0.334,19.5,8,21,0.333,7,37.9,-0.1,-0.055,77
jordan-kwiecinski-1,12.2,2,12.2,3,9.4,,2.3,29.2,7,0.1,0.643,7,0.571,4,0,0,,0,8,0,28,7.1,17.5,4,0.1,2,33.1,9,11,2.1,1,drake,0.143,1,1,1,23.5,11,0.643,0,0,6,0.5,3,13,0.2,0.313,81
issa-samake-1,3.8,6,5.8,13,0.9,,1.7,16.2,35,0.5,0.6,40,0.6,24,0.5,20,0.5,10,27,0,253,-0.7,11.2,23,0.6,42,16,58,64,1.4,6,drake,0,0,,0,13.7,58,0.586,10.8,6,40,0.6,24,11.4,1.1,0.167,80
camren-wynter-1,29.6,472,0.2,6,-0.8,,-1.2,11.5,309,2.5,0.495,1110,0.448,497,0.227,252,0.746,188,91,89,3217,0.4,2.2,59,5.6,185,16.9,1288,1380,2.2,120,drexel,0.263,292,0.363,106,6.9,368,0.524,17.7,265,818,0.478,391,23.9,8.1,0.101,74
james-butler-1,10.2,130,2.5,67,1.6,,-1.1,26.9,607,3.1,0.57,783,0.562,440,0.407,319,0.687,219,95,91,2699,2.7,12.6,283,8.7,222,23.5,1111,1123,0.8,39,drexel,0.032,25,0.48,12,19.8,890,0.594,11.4,120,758,0.565,428,20.1,11.7,0.174,80
xavier-bell-1,14.1,28,0.3,1,-1.9,,-1.1,4.8,15,0.3,0.508,127,0.449,57,0.165,21,0.762,16,26,13,385,-0.8,2.6,8,0.6,31,13.5,145,139,1.5,10,drexel,0.307,39,0.385,15,3.8,23,0.529,12.2,19,88,0.477,42,21.5,0.9,0.09,75
melik-martin-1,10.2,113,2.5,43,-1,,0.5,13.7,273,3.1,0.525,553,0.474,262,0.325,180,0.672,121,120,36,2259,-1.5,5.2,106,2.5,264,13.4,702,692,2.1,87,drexel,0.28,155,0.368,57,9.4,379,0.55,17,131,398,0.515,205,16.8,5.5,0.098,78
lamar-odenjr-1,5.9,12,1.2,4,-1.7,,-1,11.6,34,0.3,0.495,96,0.375,36,0.219,21,0.762,16,25,0,362,-0.7,4.2,12,0.5,24,11.7,111,104,1.2,7,drexel,0.604,58,0.397,23,8,46,0.524,10.9,13,38,0.342,13,17.5,0.8,0.087,78
mate-okros-1,10,76,0.4,5,-1.5,,-1.1,7,80,0.7,0.572,269,0.42,113,0.126,34,0.824,28,56,51,1381,-0.4,2.5,28,1.9,93,10,336,319,1,23,drexel,0.773,208,0.394,82,4.7,108,0.589,15.4,52,61,0.508,31,12.7,2.7,0.077,78
amari-williams-2,21.4,16,8.5,11,-2.3,,3,25.1,27,0.2,0.417,36,0.417,15,0.639,23,0.826,19,21,0,134,-5.3,8.4,9,0.2,18,19.1,49,58,1.3,3,drexel,0.056,2,0,0,16.9,36,0.522,24.2,15,34,0.441,15,24.4,0.4,0.123,82
trevion-brown-1,19.1,54,0.5,2,-1.2,,-0.9,7.4,31,0.3,0.522,113,0.407,46,0.31,35,0.8,28,37,10,493,-0.3,1.7,7,0.5,39,10.5,146,156,1.2,10,drexel,0.54,61,0.426,26,4.5,38,0.563,23.1,39,52,0.385,20,16.8,0.9,0.07,74
coletrane-washington-1,5.4,22,0.6,5,-3.6,,-2.4,3.8,25,0.2,0.522,209,0.383,80,0.077,16,0.688,11,62,0,792,-1.2,1.5,10,0.8,56,8.6,229,194,0.7,10,drexel,0.756,158,0.367,58,2.6,35,0.529,9.2,22,51,0.431,22,15.4,1,0.05,76
matey-juric-1,13.3,124,0.6,10,-3.3,,0.9,7.1,96,1.5,0.483,230,0.396,91,0.448,103,0.767,79,84,19,1607,-4.2,1.8,24,0.6,154,8.4,301,332,2.9,78,drexel,0.539,124,0.323,40,4.5,120,0.54,27.5,106,106,0.481,51,12.4,2.1,0.052,71
luke-house-1,9.7,3,0,0,2.6,,-1,10.5,5,0,0.7,15,0.467,7,0.2,3,0.667,2,10,0,59,3.6,0,0,0.2,4,17.7,23,19,1,1,drexel,0.933,14,0.5,7,5.3,5,0.7,5.7,1,1,0,0,15.7,0.2,0.166,76
terrence-butler-1,0,0,0,0,,,,32.1,1,0,0.333,3,0.333,1,0,0,,0,1,0,4,,0,0,0,0,7.5,2,2,0,0,drexel,0.333,1,0,0,15.7,1,0.333,0,0,2,0.5,1,39.5,0,-0.105,79
ata-atsuren-1,0,0,0,0,,,,0,0,0,0,1,0,0,0,0,,0,1,0,2,,0,0,0,2,-39.1,0,0,0,0,drexel,1,1,0,0,0,0,0,0,0,0,,0,26.3,0,-0.38,75
dean-wang-1,0,0,0,0,,,,0,0,0,,0,,0,,0,,0,1,0,2,,0,0,0,0,0,0,0,0,0,drexel,,0,,0,0,0,,,0,0,,0,0,0,0.001,73
paolo-banchero-1,11.5,15,1.7,4,8.9,,3.3,22.9,50,0.6,0.544,102,0.5,51,0.363,37,0.838,31,8,8,232,5.6,3.7,8,0.8,14,26.4,142,127,2.6,11,duke,0.265,27,0.333,9,13.4,58,0.594,11.1,15,75,0.56,42,28,1.4,0.244,82
wendell-moorejr-1,17.5,157,0.6,10,4.2,,2.3,14.1,192,2.4,0.488,458,0.448,205,0.312,143,0.797,114,57,37,1521,1.9,5.9,80,2.6,122,16.3,561,596,2.4,65,duke,0.275,126,0.294,37,10,272,0.533,19,123,332,0.506,168,20.6,5,0.132,77
trevor-keels-1,15.6,26,0,0,4.5,,3.3,9.2,22,0.6,0.429,92,0.359,33,0.261,24,0.667,16,8,8,254,1.2,3,7,0.4,12,15.4,95,98,3.7,17,duke,0.467,43,0.302,13,6.1,29,0.459,8.8,10,49,0.408,20,21.6,0.9,0.145,76
mark-williams-7,9,24,11.4,56,10.6,,4.5,19.8,88,1.1,0.654,162,0.654,106,0.327,53,0.547,29,31,23,509,6.1,14.9,67,2,53,31.2,241,233,2.1,19,duke,0.006,1,0,0,17.3,155,0.644,11.4,24,161,0.658,106,20.5,3.1,0.245,84
jeremy-roach-2,15.8,90,0.1,1,0.1,,0.6,7.2,58,0.9,0.5,244,0.434,106,0.221,54,0.685,37,32,26,925,-0.5,2.1,17,1,82,11,281,288,1.7,28,duke,0.439,107,0.299,32,4.6,75,0.521,17.7,58,137,0.54,74,17.5,1.9,0.084,73
joey-baker-1,7.9,37,1.7,13,2.1,,1.8,8.2,57,1.1,0.494,238,0.378,90,0.147,35,0.886,31,63,4,770,0.3,2,14,1,87,11.5,266,241,2,28,duke,0.626,149,0.369,55,5.1,71,0.522,12.7,37,89,0.393,35,18.2,2.1,0.11,78
aj-griffin-1,5.8,3,3.7,3,7.7,,3,14.1,11,0.2,0.552,29,0.448,13,0,0,,0,8,0,83,4.7,5.2,4,0.2,2,19,32,28,2.7,4,duke,0.517,15,0.4,6,9.7,15,0.552,6.5,2,14,0.5,7,18,0.4,0.178,78
theo-john-2,6.4,85,8.2,196,3.1,,3.7,15.7,365,4.2,0.579,476,0.576,274,0.586,279,0.584,163,132,89,2516,-0.6,9.2,194,3.5,384,15.7,714,741,1.3,56,duke,0.011,5,0.6,3,12.6,559,0.587,20.6,158,471,0.575,271,15.3,7.6,0.121,81
bates-jones-1,12.7,72,0.8,7,-0.8,,0.8,15.6,128,1.2,0.457,163,0.362,59,0.209,34,0.735,25,100,5,988,-1.6,7.9,62,1.2,130,9.8,174,228,1.2,18,duke,0.564,92,0.337,31,11.8,190,0.486,17.5,38,71,0.394,28,12,2.4,0.098,80
jaylen-blakes-1,14.9,4,0,0,-3.4,,0.4,16.8,6,0.1,0.4,10,0.3,3,0,0,,0,6,0,38,-3.8,8.6,3,0,4,6.3,8,11,1.5,1,duke,0.7,7,0.286,2,12.7,9,0.4,28.6,4,3,0.333,1,17.8,0,0.052,73
stanley-borden-1,0,0,0,0,4.2,,-14.4,0,0,0,,0,,0,,0,,0,1,0,1,18.6,100,1,0,0,42.6,0,1,0,0,duke,,0,,0,53.7,1,,,0,0,,0,0,0,0.491,84
spencer-hubbard-1,0,0,0,0,-6.6,,-0.2,0,0,0,,0,,0,,0,,0,1,0,1,-6.4,0,0,0,0,0,0,0,0,0,duke,,0,,0,0,0,,,0,0,,0,0,0,0.041,68
michael-savarino-1,17.5,1,0,0,-4.1,,-3.5,0,0,0,0,2,0,0,1,2,0.5,1,3,0,8,-0.6,28,2,0,1,7.1,1,3,0,0,duke,1,2,0,0,14,2,0.169,0,0,0,,0,18.2,0,0.044,72
keenan-worthington-1,0,0,0,0,-0.5,,-7.1,21.3,2,0,0.333,3,0.333,1,0.667,2,0.5,1,4,0,10,6.7,44.8,4,0,0,25.6,3,5,0,0,duke,0,0,,0,33.2,6,0.38,0,0,3,0.333,1,19.5,0.1,0.208,81
kevin-easley-2,8.4,62,0.9,14,-0.5,,-1.6,17.9,238,1.4,0.506,520,0.435,226,0.254,132,0.697,92,62,48,1547,1.1,7.1,97,2.2,105,15.9,618,592,1.1,29,duquesne,0.387,201,0.368,74,12.5,335,0.53,13.5,91,319,0.476,152,22.3,3.6,0.092,79
amir-spears-1,21.2,21,0,0,-0.6,,-0.9,7.4,12,0.2,0.422,77,0.377,29,0.403,31,0.774,24,7,7,210,0.3,2,4,0.4,15,16.6,89,89,3.6,13,duquesne,0.312,24,0.292,7,4.5,16,0.485,13.2,14,53,0.415,22,25,0.6,0.113,75
leon-ayersiii-1,15,66,1.3,11,3.3,,0.6,14.7,112,1.3,0.551,333,0.495,165,0.285,95,0.779,74,36,11,882,2.7,3.8,28,2.2,47,22.4,441,408,3.4,52,duquesne,0.33,110,0.336,37,9.3,140,0.583,14.7,65,223,0.574,128,25.5,3.5,0.161,78
tre-williams-2,6.6,54,6.3,95,-0.9,,0.7,14.9,209,2.6,0.53,428,0.523,224,0.336,144,0.514,74,62,62,1746,-1.6,7.8,113,1.5,174,14.7,528,528,1.2,35,duquesne,0.065,28,0.214,6,11.3,322,0.532,18.3,111,400,0.545,218,18.5,4.1,0.093,79
jackie-johnsoniii-1,13.8,6,1,1,0.2,,-3.9,4.8,4,0.1,0.538,52,0.442,23,0.173,9,0.667,6,7,0,109,4.2,4.9,5,0.1,6,15.7,62,56,1.1,2,duquesne,0.404,21,0.476,10,4.8,9,0.551,21,15,31,0.419,13,32.4,0.2,0.064,71
toby-okani-1,7.9,20,2.8,12,-1.5,,1.1,13.6,57,0.7,0.476,103,0.427,44,0.262,27,0.667,18,25,13,490,-2.6,6.6,30,0,48,10.4,116,119,2.3,19,duquesne,0.32,33,0.303,10,10,87,0.501,24.2,37,70,0.486,34,15.6,0.8,0.061,79
tyson-acuff-1,11.8,24,0.9,3,-1,,0.6,10.7,35,0.4,0.464,96,0.385,37,0.104,10,0.9,9,25,5,396,-1.6,1.6,6,0.2,24,9.7,98,95,1.9,13,duquesne,0.469,45,0.333,15,5.9,41,0.486,15.2,18,51,0.431,22,15,0.7,0.068,76
austin-rotroff-1,4.4,12,3.9,19,-3.6,,-0.3,12.9,59,0.6,0.575,93,0.559,52,0.624,58,0.569,33,59,8,525,-3.3,7.6,36,0.5,79,11.1,140,136,0.3,3,duquesne,0.108,10,0.3,3,10.2,95,0.581,19.9,30,83,0.59,49,14.2,1.1,0.086,82
mike-bekelja-1,11.6,13,0,0,-3.6,,0.7,12,20,0.2,0.292,24,0.208,5,0.25,6,0.5,3,17,5,193,-4.3,2.8,5,0,13,4.2,17,24,1.2,4,duquesne,0.792,19,0.211,4,7.2,25,0.317,15.7,5,5,0.2,1,8.2,0.2,0.033,73
davis-larson-1,4.1,1,0,0,-9.9,,-3.7,18.5,6,0,0.167,6,0.167,1,0,0,,0,5,0,42,-6.2,7.7,3,-0.1,2,0,2,4,0,0,duquesne,0.333,2,0,0,12.6,9,0.167,25,2,4,0.25,1,9.4,0,-0.045,77
rodney-gunnjr-1,0,0,0,0,-30.2,,-6.7,0,0,0,0,1,0,0,0,0,,0,1,0,4,-23.5,0,0,0,1,-30.8,0,0,0,0,duquesne,0,0,,0,0,0,0,50,1,1,0,0,24.8,0,-0.422,79
mounir-hima-1,0,0,0,0,-8.1,,-4.8,21.6,1,0,0,2,0,0,0,0,,0,3,0,6,-3.3,35.7,2,0,1,10.3,0,1,9.8,1,duquesne,0,0,,0,29.3,3,0,0,0,2,0,0,16.5,0,0.006,83
noah-buono-1,0,0,0,0,-22.9,,-8.7,0,0,0,0.25,4,0.25,1,0,0,,0,5,0,10,-14.3,10.4,1,0,1,-7.4,2,2,0,0,duquesne,0.5,2,0,0,5.5,1,0.25,20,1,2,0.5,1,24,0,-0.163,77
jaylen-cole-williams-1,0,0,0,0,-60.1,,-22,0,0,0,0,1,0,0,0,0,,0,1,0,1,-38,0,0,0,0,-46.6,0,0,0,0,duquesne,1,1,0,0,0,0,0,0,0,0,,0,50.1,0,-0.686,72
tristen-newton-1,27.2,225,1.2,16,2.6,,0.8,13.8,206,2.2,0.469,508,0.404,205,0.39,198,0.828,164,56,43,1723,1.8,2.5,38,3,115,16.9,640,667,2.3,70,east-carolina,0.404,205,0.322,66,8.1,244,0.532,16,115,303,0.459,139,20.9,5.3,0.122,77
brandon-suggs-2,15.7,107,2.3,26,1.4,,1,13,159,1.9,0.496,376,0.449,169,0.566,213,0.737,157,57,41,1419,0.5,4.5,56,2,141,15.7,530,519,2.5,61,east-carolina,0.285,107,0.327,35,8.7,215,0.555,18.2,106,269,0.498,134,20.7,4,0.112,78
vance-jackson-1,12.8,193,0.7,20,1.9,,0.4,16.9,464,3.7,0.506,934,0.401,375,0.348,325,0.665,216,126,76,2975,1.5,4.6,122,3.7,216,14.4,1162,1119,1.5,83,east-carolina,0.588,549,0.357,196,10.8,586,0.534,16.2,210,385,0.465,179,21.2,7.3,0.099,81
tremont-robinson-white-1,25.8,160,0.9,9,-0.7,,0.5,6.5,71,1.5,0.486,321,0.417,134,0.336,108,0.704,76,51,42,1257,-1.2,2.5,28,0.7,111,12.1,388,413,3,65,east-carolina,0.417,134,0.328,44,4.5,99,0.521,23.8,116,187,0.481,90,19.6,2.2,0.069,73
brandon-johnson-57,7,7,3.8,6,0.4,,-1.6,27.8,48,0.3,0.523,44,0.5,22,0.409,18,0.667,12,8,1,186,2,13.6,22,0.5,17,20.4,58,63,1.2,4,east-carolina,0.159,7,0.286,2,20.9,70,0.552,7.1,4,37,0.541,20,15.2,0.9,0.186,80
jj-miles-1,12.1,76,1.1,12,-1.8,,-0.5,10.8,123,1.3,0.465,432,0.37,160,0.093,40,0.675,27,53,31,1318,-1.3,1.6,19,0.3,123,9.2,429,387,1.5,34,east-carolina,0.595,257,0.319,82,6.2,142,0.476,13.1,68,175,0.446,78,19.8,1.6,0.049,79
alanzo-frink-1,5.1,21,4.5,29,1.1,,1.9,14.5,101,1.2,0.548,189,0.54,102,0.614,116,0.543,63,64,15,784,-0.8,11.1,81,1.2,149,15.7,270,268,1.9,27,east-carolina,0.085,16,0.188,3,12.8,182,0.553,16.1,47,173,0.572,99,17.8,2.4,0.124,79
rj-felton-1,10.5,5,0,0,-5.9,,-4.1,4.7,4,0.1,0.441,34,0.353,12,0.059,2,1,2,7,0,91,-1.8,7.6,6,0.1,7,10.4,32,32,1.9,3,east-carolina,0.441,15,0.4,6,6.1,10,0.458,12.5,5,19,0.316,6,22,0.1,0.054,75
ludgy-debaut-1,5.9,15,7.4,28,-3,,1,14.8,61,0.7,0.462,79,0.456,36,0.291,23,0.652,15,30,25,475,-4,7,30,0.2,64,9.4,88,94,0.4,3,east-carolina,0.038,3,0.333,1,10.9,91,0.489,17.4,19,76,0.461,35,11.6,0.9,0.075,84
javon-small-1,0,0,0,0,-13.2,,-5.4,9,1,0,0.5,3,0.333,1,0,0,,0,3,0,12,-7.8,0,0,0,1,-4.4,3,2,0,0,east-carolina,0.333,1,1,1,4.6,1,0.5,40,2,2,0,0,20.9,0,-0.119,74
dave-kasanganay-1,10.5,7,0,0,-2.4,,1.3,14.6,18,0.2,,46,0.413,19,0.065,3,1,3,16,0,155,-3.6,2.2,3,0.1,9,13.5,46,42,3.7,9,east-carolina,0.283,13,0.385,5,8.1,21,,14.4,8,33,0.424,14,19.3,0.3,0.088,74
marlon-lestin-1,0,0,0,0,-21.1,,-2.5,12,1,0,,0,,0,,0,,0,2,0,9,-18.6,0,0,0,3,-10.3,0,0,0,0,east-carolina,,0,,0,6.2,1,,100,1,0,,0,5.6,0,-0.085,81
tay-mosher-1,0,0,0,0,-6,,-3.8,0,0,0,,0,,0,,0,,0,1,0,1,-2.3,0,0,0,0,0,0,0,0,0,east-carolina,,0,,0,0,0,,,0,0,,0,0,0,0.002,79
alexis-reyes-1,0,0,0,0,-37.6,,-10.3,0,0,0,0,1,0,0,0,0,,0,1,0,2,-27.4,0,0,0,1,-30.2,0,0,0,0,east-carolina,1,1,0,0,0,0,0,0,0,0,,0,25.1,0,-0.348,79
wynston-tabbs-1,17.1,62,0.6,4,1.3,,-0.2,11.6,83,0.5,0.502,294,0.425,125,0.31,91,0.813,74,27,23,794,1.6,1.1,8,1.3,59,16.4,369,343,1.6,22,boston-college,0.422,124,0.363,45,6.3,91,0.547,14.5,57,170,0.471,80,24.9,1.8,0.09,74
david-sloan-1,28.8,205,0.4,5,0.9,,0.3,7.5,95,1.8,0.484,442,0.423,187,0.348,154,0.695,107,63,31,1511,0.6,1.4,18,2,115,13.9,535,572,2,51,east-tennessee-state,0.33,146,0.37,54,4.4,113,0.519,19.8,127,296,0.449,133,21.8,3.9,0.103,74
jordan-king-1,10.9,72,0.2,2,-2,,-1,6.5,75,1.5,0.506,360,0.394,142,0.211,76,0.842,64,54,26,1321,-1,1.2,13,1.5,76,11,428,394,1.6,36,east-tennessee-state,0.611,220,0.364,80,3.9,88,0.54,16.3,77,140,0.443,62,18.6,3,0.091,72
ledarrius-brewer-1,11.7,144,1.9,43,-0.5,,-1,14.3,327,2.9,0.5,1085,0.415,450,0.237,257,0.728,187,91,80,2668,0.5,2.6,60,2.5,195,16.1,1272,1154,2.4,108,east-tennessee-state,0.501,544,0.34,185,8.5,387,0.527,15.7,225,541,0.49,265,27.4,5.4,0.081,77
tyron-brewer-1,5.5,53,2.2,40,0.1,,-0.1,19.1,331,3.1,0.505,709,0.458,325,0.261,185,0.654,121,89,38,2110,0.2,6.7,125,3,171,17,837,768,2.4,91,east-tennessee-state,0.283,201,0.328,66,12.6,456,0.525,12.4,113,508,0.51,259,21.1,6.1,0.115,81
charlie-weber-1,7.7,15,3.6,11,-1.4,,0,16.2,52,0.6,0.562,81,0.494,40,0.309,25,0.76,19,43,0,373,-1.4,8.9,29,0.9,51,15.6,110,111,0.5,3,east-tennessee-state,0.383,31,0.355,11,12.6,81,0.592,11.4,12,50,0.58,29,14.2,1.5,0.158,81
mohab-yasser-1,0,0,1.9,2,2.4,,0.6,6.9,7,0.1,0.55,30,0.5,15,0.233,7,0.857,6,7,0,114,1.7,11.5,12,0.3,6,16.6,39,36,1,2,east-tennessee-state,0.367,11,0.273,3,9.2,19,0.585,10.7,4,19,0.632,12,16.2,0.4,0.136,77
silas-adheke-1,7.1,49,4.1,45,-1,,1.1,19.7,231,2.5,0.553,253,0.545,138,0.336,85,0.612,52,84,60,1320,-2.1,12.1,141,2,167,15.9,332,367,1.6,35,east-tennessee-state,0.047,12,0.333,4,15.9,372,0.566,19.7,72,241,0.556,134,14,4.5,0.137,80
